,date,name,point
803,2020-09-17,북촌방향,7.81
804,2020-09-17,다만 악에서 구하소서,7.69
805,2020-09-17,자유의 언덕,7.67
806,2020-09-17,도둑들,7.63
807,2020-09-17,우리 선희,7.57
808,2020-09-17,기기괴괴 성형수,6.99
809,2020-09-17,누구의 딸도 아닌 해원,6.71
810,2020-09-17,뉴 뮤턴트,6.69
811,2020-09-17,오케이 마담,6.58
812,2020-09-17,지금은맞고그때는틀리다,6.48
813,2020-09-17,삽질,6.4
814,2020-09-17,반도,5.82
815,2020-09-17,뮬란,4.68
816,2020-09-18,가버나움,9.59
817,2020-09-18,소년시절의 너,9.37
818,2020-09-18,다시 태어나도 우리,9.35
819,2020-09-18,패왕별희 디 오리지널,9.31
820,2020-09-18,우리들,9.25
821,2020-09-18,인셉션,9.23
822,2020-09-18,톰보이,9.2
823,2020-09-18,사랑과 영혼,9.18
824,2020-09-18,제리 맥과이어,9.16
825,2020-09-18,타오르는 여인의 초상,9.05
826,2020-09-18,인생 후르츠,9.02
827,2020-09-18,윤희에게,8.98
828,2020-09-18,극장판 짱구는 못말려: 신혼여행 허리케인~ 사라진 아빠!,8.91
829,2020-09-18,바르다가 사랑한 얼굴들,8.89
830,2020-09-18,아멜리에,8.82
831,2020-09-18,벌새,8.75
832,2020-09-18,브리짓 존스의 일기,8.68
833,2020-09-18,찬실이는 복도 많지,8.64
834,2020-09-18,69세,8.63
835,2020-09-18,라라랜드,8.61
836,2020-09-18,캐롤,8.58
837,2020-09-18,500일의 썸머,8.42
838,2020-09-18,그랜드 부다페스트 호텔,8.38
839,2020-09-18,밤쉘: 세상을 바꾼 폭탄선언,8.35
840,2020-09-18,패터슨,8.3
841,2020-09-18,테넷,8.28
842,2020-09-18,멋진 하루,8.2
843,2020-09-18,야구소녀,8.14
844,2020-09-18,오! 문희,8.1
845,2020-09-18,드라이브,8.06
846,2020-09-18,더 테이블,8.0
847,2020-09-18,라붐,7.94
848,2020-09-18,에곤 쉴레: 욕망이 그린 그림,7.91
849,2020-09-18,반교: 디텐션,7.81
850,2020-09-18,북촌방향,7.81
851,2020-09-18,다만 악에서 구하소서,7.68
852,2020-09-18,자유의 언덕,7.67
853,2020-09-18,도둑들,7.63
854,2020-09-18,우리 선희,7.58
855,2020-09-18,기기괴괴 성형수,6.92
856,2020-09-18,누구의 딸도 아닌 해원,6.71
857,2020-09-18,뉴 뮤턴트,6.65
858,2020-09-18,오케이 마담,6.54
859,2020-09-18,지금은맞고그때는틀리다,6.48
860,2020-09-18,삽질,6.4
861,2020-09-18,반도,5.82
862,2020-09-18,뮬란,4.37
863,2020-09-19,가버나움,9.59
864,2020-09-19,소년시절의 너,9.37
865,2020-09-19,다시 태어나도 우리,9.35
866,2020-09-19,패왕별희 디 오리지널,9.31
867,2020-09-19,우리들,9.25
868,2020-09-19,인셉션,9.23
869,2020-09-19,톰보이,9.2
870,2020-09-19,사랑과 영혼,9.18
871,2020-09-19,제리 맥과이어,9.16
872,2020-09-19,타오르는 여인의 초상,9.05
873,2020-09-19,인생 후르츠,9.02
874,2020-09-19,윤희에게,8.98
875,2020-09-19,극장판 짱구는 못말려: 신혼여행 허리케인~ 사라진 아빠!,8.92
876,2020-09-19,바르다가 사랑한 얼굴들,8.89
877,2020-09-19,벌새,8.75
878,2020-09-19,브리짓 존스의 일기,8.68
879,2020-09-19,찬실이는 복도 많지,8.64
880,2020-09-19,69세,8.63
881,2020-09-19,라라랜드,8.61
882,2020-09-19,캐롤,8.58
883,2020-09-19,500일의 썸머,8.42
884,2020-09-19,그랜드 부다페스트 호텔,8.38
885,2020-09-19,밤쉘: 세상을 바꾼 폭탄선언,8.35
886,2020-09-19,패터슨,8.3
887,2020-09-19,테넷,8.27
888,2020-09-19,멋진 하루,8.2
889,2020-09-19,야구소녀,8.14
890,2020-09-19,오! 문희,8.08
891,2020-09-19,드라이브,8.05
892,2020-09-19,더 테이블,8.0
893,2020-09-19,라붐,7.94
894,2020-09-19,에곤 쉴레: 욕망이 그린 그림,7.91
895,2020-09-19,반교: 디텐션,7.81
896,2020-09-19,북촌방향,7.81
897,2020-09-19,다만 악에서 구하소서,7.68
898,2020-09-19,자유의 언덕,7.67
899,2020-09-19,도둑들,7.63
900,2020-09-19,우리 선희,7.58
901,2020-09-19,기기괴괴 성형수,6.91
902,2020-09-19,누구의 딸도 아닌 해원,6.71
903,2020-09-19,뉴 뮤턴트,6.64
904,2020-09-19,오케이 마담,6.49
905,2020-09-19,지금은맞고그때는틀리다,6.48
906,2020-09-19,반도,5.82
907,2020-09-19,뮬란,4.44
908,2020-09-20,가버나움,9.59
909,2020-09-20,소년시절의 너,9.37
910,2020-09-20,다시 태어나도 우리,9.35
911,2020-09-20,패왕별희 디 오리지널,9.31
912,2020-09-20,우리들,9.25
913,2020-09-20,인셉션,9.23
914,2020-09-20,톰보이,9.2
915,2020-09-20,사랑과 영혼,9.19
916,2020-09-20,제리 맥과이어,9.16
917,2020-09-20,타오르는 여인의 초상,9.05
918,2020-09-20,인생 후르츠,9.02
919,2020-09-20,윤희에게,8.98
920,2020-09-20,극장판 짱구는 못말려: 신혼여행 허리케인~ 사라진 아빠!,8.94
921,2020-09-20,바르다가 사랑한 얼굴들,8.89
922,2020-09-20,벌새,8.75
923,2020-09-20,브리짓 존스의 일기,8.68
924,2020-09-20,찬실이는 복도 많지,8.64
925,2020-09-20,69세,8.63
926,2020-09-20,라라랜드,8.61
927,2020-09-20,캐롤,8.58
928,2020-09-20,500일의 썸머,8.42
929,2020-09-20,그랜드 부다페스트 호텔,8.38
930,2020-09-20,밤쉘: 세상을 바꾼 폭탄선언,8.34
931,2020-09-20,패터슨,8.3
932,2020-09-20,테넷,8.27
933,2020-09-20,멋진 하루,8.2
934,2020-09-20,야구소녀,8.15
935,2020-09-20,오! 문희,8.1
936,2020-09-20,드라이브,8.06
937,2020-09-20,더 테이블,8.0
938,2020-09-20,라붐,7.95
939,2020-09-20,에곤 쉴레: 욕망이 그린 그림,7.91
940,2020-09-20,북촌방향,7.81
941,2020-09-20,반교: 디텐션,7.78
942,2020-09-20,다만 악에서 구하소서,7.68
943,2020-09-20,자유의 언덕,7.67
944,2020-09-20,도둑들,7.63
945,2020-09-20,우리 선희,7.58
946,2020-09-20,기기괴괴 성형수,6.95
947,2020-09-20,누구의 딸도 아닌 해원,6.71
948,2020-09-20,뉴 뮤턴트,6.63
949,2020-09-20,지금은맞고그때는틀리다,6.48
950,2020-09-20,오케이 마담,6.46
951,2020-09-20,반도,5.82
952,2020-09-20,뮬란,4.52
953,2020-09-21,가버나움,9.59
954,2020-09-21,소년시절의 너,9.38
955,2020-09-21,다시 태어나도 우리,9.35
956,2020-09-21,패왕별희 디 오리지널,9.31
957,2020-09-21,우리들,9.25
958,2020-09-21,인셉션,9.23
959,2020-09-21,사랑과 영혼,9.19
960,2020-09-21,제리 맥과이어,9.16
961,2020-09-21,타오르는 여인의 초상,9.05
962,2020-09-21,인생 후르츠,9.02
963,2020-09-21,윤희에게,8.98
964,2020-09-21,극장판 짱구는 못말려: 신혼여행 허리케인~ 사라진 아빠!,8.93
965,2020-09-21,바르다가 사랑한 얼굴들,8.89
966,2020-09-21,벌새,8.75
967,2020-09-21,브리짓 존스의 일기,8.68
968,2020-09-21,찬실이는 복도 많지,8.64
969,2020-09-21,69세,8.63
970,2020-09-21,라라랜드,8.61
971,2020-09-21,캐롤,8.58
972,2020-09-21,500일의 썸머,8.42
973,2020-09-21,밤쉘: 세상을 바꾼 폭탄선언,8.34
974,2020-09-21,패터슨,8.3
975,2020-09-21,테넷,8.27
976,2020-09-21,멋진 하루,8.2
977,2020-09-21,야구소녀,8.14
978,2020-09-21,오! 문희,8.09
979,2020-09-21,드라이브,8.06
980,2020-09-21,더 테이블,8.0
981,2020-09-21,라붐,7.95
982,2020-09-21,에곤 쉴레: 욕망이 그린 그림,7.91
983,2020-09-21,북촌방향,7.81
984,2020-09-21,반교: 디텐션,7.8
985,2020-09-21,자유의 언덕,7.67
986,2020-09-21,다만 악에서 구하소서,7.67
987,2020-09-21,도둑들,7.63
988,2020-09-21,우리 선희,7.58
989,2020-09-21,기기괴괴 성형수,6.9
990,2020-09-21,누구의 딸도 아닌 해원,6.71
991,2020-09-21,뉴 뮤턴트,6.63
992,2020-09-21,지금은맞고그때는틀리다,6.48
993,2020-09-21,오케이 마담,6.45
994,2020-09-21,반도,5.82
995,2020-09-21,뮬란,4.46
996,2020-09-22,가버나움,9.59
997,2020-09-22,소년시절의 너,9.38
998,2020-09-22,다시 태어나도 우리,9.35
999,2020-09-22,패왕별희 디 오리지널,9.31
1000,2020-09-22,우리들,9.25
1001,2020-09-22,사랑과 영혼,9.19
1002,2020-09-22,제리 맥과이어,9.16
1003,2020-09-22,타오르는 여인의 초상,9.05
1004,2020-09-22,인생 후르츠,9.02
1005,2020-09-22,윤희에게,8.98
1006,2020-09-22,극장판 짱구는 못말려: 신혼여행 허리케인~ 사라진 아빠!,8.93
1007,2020-09-22,바르다가 사랑한 얼굴들,8.89
1008,2020-09-22,벌새,8.75
1009,2020-09-22,브리짓 존스의 일기,8.68
1010,2020-09-22,찬실이는 복도 많지,8.64
1011,2020-09-22,69세,8.63
1012,2020-09-22,라라랜드,8.61
1013,2020-09-22,캐롤,8.58
1014,2020-09-22,500일의 썸머,8.42
1015,2020-09-22,밤쉘: 세상을 바꾼 폭탄선언,8.34
1016,2020-09-22,패터슨,8.3
1017,2020-09-22,메기,8.29
1018,2020-09-22,테넷,8.26
1019,2020-09-22,멋진 하루,8.2
1020,2020-09-22,야구소녀,8.14
1021,2020-09-22,오! 문희,8.09
1022,2020-09-22,드라이브,8.06
1023,2020-09-22,더 테이블,8.0
1024,2020-09-22,라붐,7.95
1025,2020-09-22,북촌방향,7.81
1026,2020-09-22,반교: 디텐션,7.8
1027,2020-09-22,다만 악에서 구하소서,7.67
1028,2020-09-22,도둑들,7.63
1029,2020-09-22,우리 선희,7.58
1030,2020-09-22,기기괴괴 성형수,6.93
1031,2020-09-22,누구의 딸도 아닌 해원,6.71
1032,2020-09-22,뉴 뮤턴트,6.63
1033,2020-09-22,지금은맞고그때는틀리다,6.48
1034,2020-09-22,오케이 마담,6.43
1035,2020-09-22,삽질,6.4
1036,2020-09-22,반도,5.82
1037,2020-09-22,뮬란,4.52
1038,2020-09-23,가버나움,9.59
1039,2020-09-23,소년시절의 너,9.38
1040,2020-09-23,패왕별희 디 오리지널,9.31
1041,2020-09-23,사랑과 영혼,9.19
1042,2020-09-23,제리 맥과이어,9.16
1043,2020-09-23,타오르는 여인의 초상,9.05
1044,2020-09-23,극장판 짱구는 못말려: 신혼여행 허리케인~ 사라진 아빠!,8.93
1045,2020-09-23,바르다가 사랑한 얼굴들,8.89
1046,2020-09-23,천로역정: 천국을 찾아서,8.82
1047,2020-09-23,브리짓 존스의 일기,8.68
1048,2020-09-23,69세,8.63
1049,2020-09-23,라라랜드,8.61
1050,2020-09-23,캐롤,8.58
1051,2020-09-23,500일의 썸머,8.42
1052,2020-09-23,밤쉘: 세상을 바꾼 폭탄선언,8.34
1053,2020-09-23,패터슨,8.3
1054,2020-09-23,메기,8.29
1055,2020-09-23,테넷,8.26
1056,2020-09-23,멋진 하루,8.2
1057,2020-09-23,오! 문희,8.08
1058,2020-09-23,드라이브,8.06
1059,2020-09-23,더 테이블,8.0
1060,2020-09-23,라붐,7.95
1061,2020-09-23,에곤 쉴레: 욕망이 그린 그림,7.91
1062,2020-09-23,북촌방향,7.81
1063,2020-09-23,반교: 디텐션,7.81
1064,2020-09-23,다만 악에서 구하소서,7.67
1065,2020-09-23,도둑들,7.63
1066,2020-09-23,우리 선희,7.58
1067,2020-09-23,기기괴괴 성형수,6.95
1068,2020-09-23,누구의 딸도 아닌 해원,6.71
1069,2020-09-23,뉴 뮤턴트,6.63
1070,2020-09-23,지금은맞고그때는틀리다,6.48
1071,2020-09-23,오케이 마담,6.42
1072,2020-09-23,삽질,6.4
1073,2020-09-23,뮬란,4.47
1074,2020-09-24,가버나움,9.59
1075,2020-09-24,소년시절의 너,9.38
1076,2020-09-24,패왕별희 디 오리지널,9.31
1077,2020-09-24,러브 앳,9.24
1078,2020-09-24,사랑과 영혼,9.19
1079,2020-09-24,제리 맥과이어,9.16
1080,2020-09-24,타오르는 여인의 초상,9.05
1081,2020-09-24,타샤 튜더,9.03
1082,2020-09-24,극장판 짱구는 못말려: 신혼여행 허리케인~ 사라진 아빠!,8.92
1083,2020-09-24,바르다가 사랑한 얼굴들,8.89
1084,2020-09-24,천로역정: 천국을 찾아서,8.82
1085,2020-09-24,브리짓 존스의 일기,8.68
1086,2020-09-24,69세,8.63
1087,2020-09-24,라라랜드,8.61
1088,2020-09-24,캐롤,8.58
1089,2020-09-24,렛 미 인,8.52
1090,2020-09-24,아무르,8.48
1091,2020-09-24,보리밭을 흔드는 바람,8.46
1092,2020-09-24,500일의 썸머,8.42
1093,2020-09-24,리스본행 야간열차,8.31
1094,2020-09-24,패터슨,8.3
1095,2020-09-24,메기,8.29
1096,2020-09-24,테넷,8.27
1097,2020-09-24,멋진 하루,8.2
1098,2020-09-24,경계선,8.17
1099,2020-09-24,프란시스 하,8.12
1100,2020-09-24,나의 산티아고,8.1
1101,2020-09-24,오! 문희,8.08
1102,2020-09-24,위크엔드 인 파리,8.06
1103,2020-09-24,드라이브,8.06
1104,2020-09-24,더 테이블,8.0
1105,2020-09-24,라붐,7.95
1106,2020-09-24,에곤 쉴레: 욕망이 그린 그림,7.91
1107,2020-09-24,북촌방향,7.81
1108,2020-09-24,반교: 디텐션,7.81
1109,2020-09-24,다만 악에서 구하소서,7.67
1110,2020-09-24,도둑들,7.63
1111,2020-09-24,우리 선희,7.58
1112,2020-09-24,홀리 모터스,7.52
1113,2020-09-24,퍼스널 쇼퍼,6.96
1114,2020-09-24,기기괴괴 성형수,6.96
1115,2020-09-24,누구의 딸도 아닌 해원,6.71
1116,2020-09-24,뉴 뮤턴트,6.63
1117,2020-09-24,지금은맞고그때는틀리다,6.48
1118,2020-09-24,오케이 마담,6.41
1119,2020-09-24,반도,5.82
1120,2020-09-24,강철비2: 정상회담,5.02
1121,2020-09-24,뮬란,4.42
1122,2020-09-25,가버나움,9.59
1123,2020-09-25,소년시절의 너,9.38
1124,2020-09-25,패왕별희 디 오리지널,9.31
1125,2020-09-25,피아니스트의 전설,9.25
1126,2020-09-25,러브 앳,9.24
1127,2020-09-25,사랑과 영혼,9.19
1128,2020-09-25,제리 맥과이어,9.16
1129,2020-09-25,타오르는 여인의 초상,9.05
1130,2020-09-25,타샤 튜더,9.03
1131,2020-09-25,비투스,8.94
1132,2020-09-25,극장판 짱구는 못말려: 신혼여행 허리케인~ 사라진 아빠!,8.92
1133,2020-09-25,바르다가 사랑한 얼굴들,8.89
1134,2020-09-25,천로역정: 천국을 찾아서,8.82
1135,2020-09-25,브리짓 존스의 일기,8.68
1136,2020-09-25,69세,8.63
1137,2020-09-25,라라랜드,8.61
1138,2020-09-25,캐롤,8.58
1139,2020-09-25,렛 미 인,8.52
1140,2020-09-25,아무르,8.48
1141,2020-09-25,보리밭을 흔드는 바람,8.46
1142,2020-09-25,500일의 썸머,8.42
1143,2020-09-25,리스본행 야간열차,8.31
1144,2020-09-25,패터슨,8.3
1145,2020-09-25,메기,8.29
1146,2020-09-25,테넷,8.27
1147,2020-09-25,검객,8.23
1148,2020-09-25,멋진 하루,8.2
1149,2020-09-25,경계선,8.17
1150,2020-09-25,프란시스 하,8.12
1151,2020-09-25,나의 산티아고,8.1
1152,2020-09-25,오! 문희,8.06
1153,2020-09-25,드라이브,8.06
1154,2020-09-25,위크엔드 인 파리,8.06
1155,2020-09-25,더 테이블,8.0
1156,2020-09-25,라붐,7.95
1157,2020-09-25,에곤 쉴레: 욕망이 그린 그림,7.91
1158,2020-09-25,북촌방향,7.81
1159,2020-09-25,반교: 디텐션,7.81
1160,2020-09-25,다만 악에서 구하소서,7.67
1161,2020-09-25,도둑들,7.63
1162,2020-09-25,홀리 모터스,7.52
1163,2020-09-25,퍼스널 쇼퍼,6.96
1164,2020-09-25,기기괴괴 성형수,6.96
1165,2020-09-25,디바,6.78
1166,2020-09-25,누구의 딸도 아닌 해원,6.71
1167,2020-09-25,뉴 뮤턴트,6.63
1168,2020-09-25,지금은맞고그때는틀리다,6.48
1169,2020-09-25,오케이 마담,6.41
1170,2020-09-25,반도,5.81
1171,2020-09-25,강철비2: 정상회담,5.02
1172,2020-09-26,가버나움,9.59
1173,2020-09-26,소년시절의 너,9.38
1174,2020-09-26,패왕별희 디 오리지널,9.31
1175,2020-09-26,피아니스트의 전설,9.25
1176,2020-09-26,러브 앳,9.24
1177,2020-09-26,사랑과 영혼,9.19
1178,2020-09-26,제리 맥과이어,9.16
1179,2020-09-26,타오르는 여인의 초상,9.05
1180,2020-09-26,타샤 튜더,9.03
1181,2020-09-26,비투스,8.94
1182,2020-09-26,극장판 짱구는 못말려: 신혼여행 허리케인~ 사라진 아빠!,8.93
1183,2020-09-26,바르다가 사랑한 얼굴들,8.89
1184,2020-09-26,천로역정: 천국을 찾아서,8.82
1185,2020-09-26,브리짓 존스의 일기,8.68
1186,2020-09-26,69세,8.63
1187,2020-09-26,라라랜드,8.61
1188,2020-09-26,캐롤,8.58
1189,2020-09-26,렛 미 인,8.52
1190,2020-09-26,아무르,8.48
1191,2020-09-26,보리밭을 흔드는 바람,8.46
1192,2020-09-26,500일의 썸머,8.42
1193,2020-09-26,리스본행 야간열차,8.31
1194,2020-09-26,패터슨,8.3
1195,2020-09-26,메기,8.29
1196,2020-09-26,테넷,8.26
1197,2020-09-26,검객,8.21
1198,2020-09-26,멋진 하루,8.2
1199,2020-09-26,경계선,8.17
1200,2020-09-26,프란시스 하,8.12
1201,2020-09-26,나의 산티아고,8.1
1202,2020-09-26,오! 문희,8.07
1203,2020-09-26,드라이브,8.06
1204,2020-09-26,위크엔드 인 파리,8.06
1205,2020-09-26,더 테이블,8.0
1206,2020-09-26,라붐,7.95
1207,2020-09-26,에곤 쉴레: 욕망이 그린 그림,7.91
1208,2020-09-26,반교: 디텐션,7.84
1209,2020-09-26,북촌방향,7.81
1210,2020-09-26,다만 악에서 구하소서,7.66
1211,2020-09-26,홀리 모터스,7.52
1212,2020-09-26,기기괴괴 성형수,6.96
1213,2020-09-26,퍼스널 쇼퍼,6.96
1214,2020-09-26,누구의 딸도 아닌 해원,6.71
1215,2020-09-26,뉴 뮤턴트,6.64
1216,2020-09-26,디바,6.6
1217,2020-09-26,지금은맞고그때는틀리다,6.48
1218,2020-09-26,오케이 마담,6.39
1219,2020-09-26,반도,5.81
1220,2020-09-26,강철비2: 정상회담,5.02
1221,2020-09-26,뮬란,4.39
1222,2020-09-27,가버나움,9.59
1223,2020-09-27,소년시절의 너,9.39
1224,2020-09-27,브레이크 더 사일런스: 더 무비,9.36
1225,2020-09-27,패왕별희 디 오리지널,9.31
1226,2020-09-27,피아니스트의 전설,9.25
1227,2020-09-27,러브 앳,9.24
1228,2020-09-27,사랑과 영혼,9.19
1229,2020-09-27,제리 맥과이어,9.16
1230,2020-09-27,타오르는 여인의 초상,9.05
1231,2020-09-27,타샤 튜더,9.03
1232,2020-09-27,비투스,8.94
1233,2020-09-27,극장판 짱구는 못말려: 신혼여행 허리케인~ 사라진 아빠!,8.93
1234,2020-09-27,바르다가 사랑한 얼굴들,8.89
1235,2020-09-27,천로역정: 천국을 찾아서,8.82
1236,2020-09-27,브리짓 존스의 일기,8.68
1237,2020-09-27,69세,8.63
1238,2020-09-27,라라랜드,8.61
1239,2020-09-27,렛 미 인,8.52
1240,2020-09-27,아무르,8.48
1241,2020-09-27,보리밭을 흔드는 바람,8.46
1242,2020-09-27,500일의 썸머,8.42
1243,2020-09-27,검객,8.38
1244,2020-09-27,리스본행 야간열차,8.31
1245,2020-09-27,패터슨,8.3
1246,2020-09-27,메기,8.29
1247,2020-09-27,테넷,8.26
1248,2020-09-27,멋진 하루,8.2
1249,2020-09-27,경계선,8.17
1250,2020-09-27,프란시스 하,8.12
1251,2020-09-27,나의 산티아고,8.1
1252,2020-09-27,드라이브,8.06
1253,2020-09-27,위크엔드 인 파리,8.06
1254,2020-09-27,오! 문희,8.05
1255,2020-09-27,더 테이블,8.0
1256,2020-09-27,라붐,7.95
1257,2020-09-27,에곤 쉴레: 욕망이 그린 그림,7.91
1258,2020-09-27,반교: 디텐션,7.81
1259,2020-09-27,북촌방향,7.81
1260,2020-09-27,다만 악에서 구하소서,7.66
1261,2020-09-27,홀리 모터스,7.52
1262,2020-09-27,퍼스널 쇼퍼,6.96
1263,2020-09-27,기기괴괴 성형수,6.95
1264,2020-09-27,누구의 딸도 아닌 해원,6.71
1265,2020-09-27,뉴 뮤턴트,6.64
1266,2020-09-27,디바,6.58
1267,2020-09-27,지금은맞고그때는틀리다,6.48
1268,2020-09-27,오케이 마담,6.38
1269,2020-09-27,반도,5.81
1270,2020-09-27,강철비2: 정상회담,5.02
1271,2020-09-27,뮬란,4.38
1272,2020-09-28,소년시절의 너,9.39
1273,2020-09-28,브레이크 더 사일런스: 더 무비,9.36
1274,2020-09-28,패왕별희 디 오리지널,9.31
1275,2020-09-28,러브 앳,9.24
1276,2020-09-28,사랑과 영혼,9.19
1277,2020-09-28,제리 맥과이어,9.16
1278,2020-09-28,타오르는 여인의 초상,9.05
1279,2020-09-28,타샤 튜더,9.03
1280,2020-09-28,비투스,8.94
1281,2020-09-28,극장판 짱구는 못말려: 신혼여행 허리케인~ 사라진 아빠!,8.93
1282,2020-09-28,브리짓 존스의 일기,8.68
1283,2020-09-28,69세,8.63
1284,2020-09-28,라라랜드,8.61
1285,2020-09-28,렛 미 인,8.52
1286,2020-09-28,아무르,8.48
1287,2020-09-28,보리밭을 흔드는 바람,8.46
1288,2020-09-28,레토,8.44
1289,2020-09-28,500일의 썸머,8.42
1290,2020-09-28,리스본행 야간열차,8.31
1291,2020-09-28,메기,8.29
1292,2020-09-28,검객,8.29
1293,2020-09-28,테넷,8.26
1294,2020-09-28,경계선,8.17
1295,2020-09-28,폭스캐처,8.16
1296,2020-09-28,프란시스 하,8.13
1297,2020-09-28,나의 산티아고,8.1
1298,2020-09-28,드라이브,8.06
1299,2020-09-28,위크엔드 인 파리,8.06
1300,2020-09-28,오! 문희,8.02
1301,2020-09-28,마스터,7.95
1302,2020-09-28,라붐,7.95
1303,2020-09-28,에곤 쉴레: 욕망이 그린 그림,7.91
1304,2020-09-28,반교: 디텐션,7.82
1305,2020-09-28,북촌방향,7.81
1306,2020-09-28,다만 악에서 구하소서,7.66
1307,2020-09-28,홀리 모터스,7.52
1308,2020-09-28,퍼스널 쇼퍼,6.96
1309,2020-09-28,기기괴괴 성형수,6.95
1310,2020-09-28,누구의 딸도 아닌 해원,6.71
1311,2020-09-28,뉴 뮤턴트,6.64
1312,2020-09-28,디바,6.52
1313,2020-09-28,지금은맞고그때는틀리다,6.48
1314,2020-09-28,오케이 마담,6.38
1315,2020-09-28,강철비2: 정상회담,5.02
1316,2020-09-28,뮬란,4.36
1317,2020-09-29,소년시절의 너,9.39
1318,2020-09-29,브레이크 더 사일런스: 더 무비,9.31
1319,2020-09-29,러브 앳,9.24
1320,2020-09-29,톰보이,9.2
1321,2020-09-29,사랑과 영혼,9.19
1322,2020-09-29,제리 맥과이어,9.16
1323,2020-09-29,샤인,9.08
1324,2020-09-29,타오르는 여인의 초상,9.05
1325,2020-09-29,타샤 튜더,9.03
1326,2020-09-29,비투스,8.94
1327,2020-09-29,극장판 짱구는 못말려: 신혼여행 허리케인~ 사라진 아빠!,8.93
1328,2020-09-29,브리짓 존스의 일기,8.68
1329,2020-09-29,69세,8.63
1330,2020-09-29,라라랜드,8.61
1331,2020-09-29,렛 미 인,8.52
1332,2020-09-29,레이디 버드,8.5
1333,2020-09-29,아무르,8.48
1334,2020-09-29,보리밭을 흔드는 바람,8.46
1335,2020-09-29,레토,8.44
1336,2020-09-29,500일의 썸머,8.42
1337,2020-09-29,검객,8.34
1338,2020-09-29,리스본행 야간열차,8.31
1339,2020-09-29,메기,8.29
1340,2020-09-29,테넷,8.26
1341,2020-09-29,피터와 드래곤,8.25
1342,2020-09-29,경계선,8.17
1343,2020-09-29,폭스캐처,8.16
1344,2020-09-29,프란시스 하,8.13
1345,2020-09-29,나의 산티아고,8.1
1346,2020-09-29,드라이브,8.06
1347,2020-09-29,위크엔드 인 파리,8.06
1348,2020-09-29,오! 문희,8.0
1349,2020-09-29,마스터,7.95
1350,2020-09-29,라붐,7.94
1351,2020-09-29,반교: 디텐션,7.82
1352,2020-09-29,북촌방향,7.81
1353,2020-09-29,다만 악에서 구하소서,7.66
1354,2020-09-29,홀리 모터스,7.52
1355,2020-09-29,퍼스널 쇼퍼,6.97
1356,2020-09-29,기기괴괴 성형수,6.95
1357,2020-09-29,누구의 딸도 아닌 해원,6.71
1358,2020-09-29,뉴 뮤턴트,6.63
1359,2020-09-29,디바,6.6
1360,2020-09-29,지금은맞고그때는틀리다,6.48
1361,2020-09-29,오케이 마담,6.37
1362,2020-09-29,강철비2: 정상회담,5.02
1363,2020-09-29,국제수사,4.93
1364,2020-09-29,뮬란,4.34
1365,2020-09-30,소년시절의 너,9.39
1366,2020-09-30,브레이크 더 사일런스: 더 무비,9.33
1367,2020-09-30,러브 앳,9.24
1368,2020-09-30,톰보이,9.2
1369,2020-09-30,사랑과 영혼,9.19
1370,2020-09-30,제리 맥과이어,9.16
1371,2020-09-30,샤인,9.08
1372,2020-09-30,아웃포스트,9.07
1373,2020-09-30,타오르는 여인의 초상,9.05
1374,2020-09-30,타샤 튜더,9.03
1375,2020-09-30,비투스,8.94
1376,2020-09-30,극장판 짱구는 못말려: 신혼여행 허리케인~ 사라진 아빠!,8.93
1377,2020-09-30,담보,8.9
1378,2020-09-30,너의 이름은.,8.78
1379,2020-09-30,브리짓 존스의 일기,8.68
1380,2020-09-30,69세,8.63
1381,2020-09-30,라라랜드,8.61
1382,2020-09-30,렛 미 인,8.52
1383,2020-09-30,레이디 버드,8.5
1384,2020-09-30,아무르,8.48
1385,2020-09-30,보리밭을 흔드는 바람,8.46
1386,2020-09-30,레토,8.44
1387,2020-09-30,500일의 썸머,8.42
1388,2020-09-30,검객,8.32
1389,2020-09-30,리스본행 야간열차,8.31
1390,2020-09-30,미스터 노바디,8.31
1391,2020-09-30,메기,8.29
1392,2020-09-30,테넷,8.26
1393,2020-09-30,피터와 드래곤,8.25
1394,2020-09-30,경계선,8.17
1395,2020-09-30,폭스캐처,8.16
1396,2020-09-30,프란시스 하,8.13
1397,2020-09-30,나의 산티아고,8.1
1398,2020-09-30,드라이브,8.06
1399,2020-09-30,위크엔드 인 파리,8.06
1400,2020-09-30,오! 문희,7.97
1401,2020-09-30,날씨의 아이,7.97
1402,2020-09-30,마스터,7.95
1403,2020-09-30,라붐,7.94
1404,2020-09-30,반교: 디텐션,7.83
1405,2020-09-30,다만 악에서 구하소서,7.66
1406,2020-09-30,홀리 모터스,7.52
1407,2020-09-30,죽지않는 인간들의 밤,7.29
1408,2020-09-30,그린랜드,7.15
1409,2020-09-30,퍼스널 쇼퍼,6.95
1410,2020-09-30,기기괴괴 성형수,6.94
1411,2020-09-30,디바,6.63
1412,2020-09-30,오케이 마담,6.35
1413,2020-09-30,강철비2: 정상회담,5.02
1414,2020-09-30,뮬란,4.32
1415,2020-10-01,소년시절의 너,9.39
1416,2020-10-01,브레이크 더 사일런스: 더 무비,9.34
1417,2020-10-01,러브 앳,9.24
1418,2020-10-01,톰보이,9.2
1419,2020-10-01,사랑과 영혼,9.19
1420,2020-10-01,제리 맥과이어,9.16
1421,2020-10-01,아웃포스트,9.1
1422,2020-10-01,샤인,9.08
